i,j,sim
14,97,0.5669897776083854
48,83,0.5546802267032785
1,32,1.0
30,41,0.6997867057853863
72,109,0.8080195842751794
14,98,0.4308730289625107
48,84,0.6392607316229686
1,33,0.8804957861077007
30,42,0.46779428640077003
72,110,0.8724636698652974
14,99,0.4246080251388137
48,85,0.8804957861077007
1,34,0.652146182891977
30,43,0.6795580792474001
72,111,0.738896331534973
14,100,0.4308730289625107
14,101,0.4308730289625107
1,35,0.8804957861077007
30,44,0.5975126489533769
72,112,0.8724636698652974
48,86,0.6392607316229686
14,102,0.6737480515583082
1,36,0.8804957861077007
30,45,0.557859597557286
72,113,0.8041231303305935
48,87,0.628671845589605
14,103,0.4308730289625107
1,37,0.6409392989746517
30,46,0.6728517136401705
72,114,0.7082423777644355
48,88,1.0
14,104,0.4308730289625107
1,38,0.8804957861077007
30,47,0.829047535223383
72,115,0.5971057023445422
48,89,1.0
14,105,0.8524751634079302
1,39,0.8804957861077007
30,48,0.5975126489533769
72,116,0.7082423777644355
48,90,0.5546802267032785
14,106,0.4308730289625107
1,40,0.7944785754282426
30,49,0.5975126489533769
72,117,0.8724636698652974
48,91,0.4503410557511679
14,107,0.4308730289625107
1,41,0.6637362505317507
30,50,0.6795580792474001
72,118,0.5968903935224006
48,92,1.0
14,108,0.5349590108116205
1,42,0.6617091682877038
30,51,0.5975126489533769
72,119,0.5426131261589608
48,93,0.6167297412222914
14,109,0.5669897776083854
1,43,1.0
30,52,0.711314148859052
72,120,0.8724636698652974
48,94,0.5203555379689118
14,110,0.4308730289625107
1,44,0.8804957861077007
30,53,0.7540997467642236
72,121,0.738896331534973
48,95,0.49104459792243493
14,111,0.6981163104123127
1,45,0.4594998800083131
30,54,0.5975126489533769
72,122,0.6372778590927098
48,96,0.6392607316229686
14,112,0.4308730289625107
1,46,0.5961533722593182
30,55,0.5975126489533769
72,123,0.8724636698652974
48,97,0.8804957861077007
14,113,0.6674996633282345
1,47,0.6517292026615257
30,56,0.5975126489533769
72,124,0.738896331534973
48,98,1.0
14,114,0.8059038725816559
1,48,0.8804957861077007
30,57,0.5975126489533769
72,125,0.7082423777644355
48,99,0.8080335804252552
14,115,0.6169822376048979
1,49,0.8804957861077007
30,58,0.5030947315771421
72,126,0.8724636698652974
48,100,1.0
14,116,0.8059038725816559
1,50,1.0
30,59,0.6795580792474001
73,74,0.628671845589605
48,101,1.0
14,117,0.4308730289625107
1,51,0.8804957861077007
30,60,0.6728517136401705
73,75,1.0
73,76,0.8804957861077007
14,118,0.25894763269007154
1,52,0.689843036902759
30,61,0.5256679637830883
48,102,0.7308455144144101
73,77,1.0
14,119,0.8489707972012346
1,53,0.652146182891977
30,62,0.6728517136401705
48,103,1.0
73,78,1.0
14,120,0.4308730289625107
1,54,0.8804957861077007
30,63,0.7540997467642236
48,104,1.0
73,79,0.5546802267032785
14,121,0.6981163104123127
1,55,0.8804957861077007
30,64,0.7529410168544992
48,105,0.5546802267032785
73,80,1.0
14,122,0.8524751634079302
1,56,0.8804957861077007
30,65,0.5030947315771421
48,106,1.0
73,81,0.5581090469096137
14,123,0.4308730289625107
1,57,0.8804957861077007
30,66,0.5975126489533769
48,107,1.0
73,82,1.0
14,124,0.6981163104123127
1,58,0.7610013830041973
